"Entry","Study","Region","Site","Depth.m","Sample.ID","Sample.Year","Sample.Month","Sample.Day","Latitude","Longitude","Taxon","Fixed.or.Random","Sample.Unit.Size.sq.m","Percent.Cover","Stipe.Density.num.per.sq.m","Individual.Density.num.per.sq.m","Biomass.kg.wet.per.sq.m"
13,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2003,8,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
14,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2003,8,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,1.55,0.15,NA
15,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2003,8,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.05,0.05,NA
16,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2004,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
17,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2004,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
18,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2004,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
19,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2004,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0.5,0.25,NA
20,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2004,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.5,0.5,NA
21,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2005,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
22,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2005,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
23,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2005,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
24,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2005,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,3.8,0.1,NA
25,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2005,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,1.9,1.9,NA
26,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2006,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
27,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2006,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
28,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2006,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
29,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2006,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.7,0.7,NA
30,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2006,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0,0,NA
31,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2007,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.05,0.05,NA
32,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2007,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
33,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2007,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
34,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2007,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,6.5,6.5,NA
35,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2007,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0,0,NA
36,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2008,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
37,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2008,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
38,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2008,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
39,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2008,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,5.55,0.1,NA
40,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2008,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,4.95,4.95,NA
41,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2009,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.05,0.05,NA
42,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2009,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
43,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2009,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
44,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2009,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0,0,NA
45,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2009,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,1.95,1.95,NA
46,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2010,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.05,0.05,NA
47,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2010,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
48,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2010,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
49,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2010,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0.4,0.2,NA
50,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2010,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.8,0.8,NA
51,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2011,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.05,0.05,NA
52,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2011,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
53,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2011,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
54,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2011,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,1.35,0.1,NA
55,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2011,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,26.15,26.15,NA
56,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2012,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.05,0.05,NA
57,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2012,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
58,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2012,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
59,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2012,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,7.5,0.05,NA
60,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2012,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,12,12,NA
61,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2013,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.05,0.05,NA
62,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2013,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
63,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2013,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
64,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2013,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,1.1,0.05,NA
65,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2013,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,8.55,8.55,NA
66,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2014,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
67,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2014,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
68,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2014,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
69,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2014,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,1.5,0.4,NA
70,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.I.20",2014,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,2.45,2.45,NA
71,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2001,8,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
72,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2001,8,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
73,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2001,8,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
74,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2001,8,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,6.1,0.25,NA
75,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2001,8,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.05,0.05,NA
76,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2002,8,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
77,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2002,8,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
78,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2002,8,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
79,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2002,8,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,13.7,0.3,NA
80,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2002,8,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.05,0.05,NA
81,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2003,8,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.1,0.1,NA
82,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2003,8,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
83,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2003,8,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
84,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2003,8,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0.85,0.35,NA
85,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2003,8,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.15,0.15,NA
86,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2004,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
87,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2004,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
88,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2004,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
89,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2004,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0.2,0.1,NA
90,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2004,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,1,1,NA
91,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2005,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.05,0.05,NA
92,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2005,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
93,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2005,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
94,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2005,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0.6,0.1,NA
95,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2005,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.65,0.65,NA
96,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2006,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
97,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2006,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
98,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2006,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
99,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2006,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0.1,0.05,NA
100,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2006,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.45,0.45,NA
101,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2007,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.05,0.05,NA
102,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2007,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
103,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2007,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
104,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2007,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,2.85,0.25,NA
105,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2007,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,6.85,6.85,NA
106,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2008,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.1,0.1,NA
107,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2008,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
108,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2008,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
109,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2008,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,10.15,0.25,NA
110,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2008,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,5.45,5.45,NA
111,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2009,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
112,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2009,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
113,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2009,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
114,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2009,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0,0,NA
115,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2009,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,2.1,2.1,NA
116,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2010,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
117,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2010,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
118,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2010,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
119,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2010,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0.15,0.15,NA
120,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2010,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,1.25,1.25,NA
121,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2011,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
122,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2011,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
123,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2011,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
124,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2011,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0.9,0.2,NA
125,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2011,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,14.85,14.85,NA
126,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2012,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0.05,0.05,NA
127,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2012,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
128,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2012,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
129,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2012,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,11.85,0.1,NA
130,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2012,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,8,8,NA
131,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2013,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
132,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2013,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
133,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2013,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
134,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2013,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0,0,NA
135,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2013,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,6.45,6.45,NA
136,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2014,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
137,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2014,7,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
138,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2014,7,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
139,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2014,7,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,1.15,0.35,NA
140,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.20.O.20",2014,7,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,2.1,2.1,NA
141,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2001,8,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
142,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2001,8,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
143,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2001,8,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
144,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2001,8,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,15.2,0.45,NA
145,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2001,8,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.1,0.1,NA
146,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2002,8,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
147,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2002,8,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
148,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2002,8,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
149,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2002,8,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,6.55,0.1,NA
150,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2002,8,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,1.25,1.25,NA
151,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2003,8,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
152,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2003,8,NA,34.40035,-119.7445833,"Eisenia arborea","Fixed",20,NA,0,0,NA
153,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2003,8,NA,34.40035,-119.7445833,"Laminaria farlowii","Fixed",20,NA,0,0,NA
154,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2003,8,NA,34.40035,-119.7445833,"Macrocystis pyrifera","Fixed",20,NA,0,0,NA
155,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2003,8,NA,34.40035,-119.7445833,"Pterygophora californica","Fixed",20,NA,0.1,0.1,NA
156,"sbc_lter_longterm_community",NA,"ABUR",6.9,"1.40.I.20",2004,7,NA,34.40035,-119.7445833,"Egregia menziesii","Fixed",20,NA,0,0,NA
